브랜드,카테고리,질문,답변
현대,블루링크,[요금제] 사용 중인 블루링크 요금제가 궁금합니다.,"블루링크 자세한 차종별 요금제 안내는 아래 페이지를 참고해주세요.

블루"
현대,블루링크,[가입] 블루링크는 어떻게 가입하나요?,"블루링크는 블루링크 앱 또는 내비게이션(내비게이션 가입은 출고 후 1년 이내 최초 개통 시)으로 가입하실 수 있습니다.

자세한 가입 안내는 아래 페이지를 참고해주세요.

블"
현대,블루링크,[가입] 중고차를 구입했는데 블루링크에 가입할 수 있나요?,"중고차 구매 후 블루링크 가입 시 유료로 이용 또는 무료 기간 승계가 가능하신 경우 무료 기간이 제공됩니다.
블루링크 요금제에 따라 무료 기간 승계 가능여부가 다르므로, 자세한 차종별 요금제안내는 아래 페이지를 참고해주세요.
※ 블루중고차 구매 시 마이현대 앱으로 가입하실 수 있습니다. 자세한 가입 안내는 아래 페이지를 참고해주세요.
※ 블"
현대,블루링크,[해지] 블루링크를 해지하고 싶습니다.,"블루링크 해지는 아래 모바일 페이지 또는 블루링크 고객센터에서 가능합니다.

블루링크 고객센터 080-600-6000
서비스 가입/해지/변경 등 (안전 보안 서비스 24시간 제공)
평일 08:30 ~ 18:00 (주말/공휴일 휴무)"
현대,블루링크,[해지] 블루링크 가입 차량을 매각하면 자동으로 해지되나요?,"블루링크 가입 차량을 매각하신 경우 반드시 블루링크 서비스를 해지하셔야 합니다. 블루링크 서비스를 해지하지 않으시면 계속 서비스 이용요금이 부과됩니다.

블루링크 해지는 아래 모바일 페이지 또는 블루링크 고객센터에서 가능합니다.

블루링크 고객센터 080-600-6000
서비스 가입/해지/변경 등 (안전 보안 서비스 24시간 제공)
평일 08:30 ~ 18:00 (주말/공휴일 휴무)"
현대,블루링크,[가입] 법인/리스/렌트 차량도 블루링크를 가입할 수 있나요?,"블루링크는 마이현대 앱 또는 내비게이션(내비게이션 가입은 출고 후 1년 이내 최초 개통 시)으로 가입하실 수 있습니다.
자세한 가입 안내는 아래 페이지를 참고해주세요.

블"
현대,블루링크,[변경] 가입자 정보는 어떻게 변경하나요?,"블루링크 고객센터에서 가입자 정보를 변경하실 수 있습니다.

블루링크 고객센터 080-600-6000
서비스 가입/해지/변경 등 (안전 보안 서비스 24시간 제공)
평일 08:30 ~ 18:00 (주말/공휴일 휴무)"
현대,블루링크,[가입] 차량 계약자와 실 사용자가 다를 경우 실 사용자 명의로 블루링크를 가입할 수 있나요?,"본인 명의 차량이 아닌 경우 마이현대 앱으로 가입하실 수 있습니다.
차량 계약자가 아닌 실 사용자 명의로 블루링크 가입을 희망하실 경우 실 사용자 명의로 마이현대 앱에 로그인하여 가입 진행해주세요.
자세한 가입 안내는 아래 페이지를 참고해주세요.

블"
현대,블루링크,[서비스] SOS 서비스로 긴급출동을 요청했을 경우 제공받을수 있는 서비스는 어떤것이 있나요?,"문잠김 해제, 긴급 주유(휘발유 3L, 경유 3L 이내), 예비타이어 교체, 배터리 충전, 견인, 구난 서비스를 제공 받으실 수 있습니다.
단, 일부 서비스는 고객이 요금을 추가로 부담하셔야 합니다. 견인의 경우 10km 까지는 무료로 제공되나 초과시 별도 요금이 부과됩니다.
구난의 경우, 출동한 견인차로 30분이내의 거리면 무상이며, 30분 초과시는 별도의 요금이 부과 됩니다.
또한 별도의 구난차량이 필요하거나 작업 난이도에 따라 별도의 요금이 부과되며, 발생한 별도 요금은 출동한 업체에 직접 지급하시면 됩니다."
현대,블루링크,[서비스] 도난 경보 알림 서비스는 어떻게 이용하나요?,"도난 경보 알림 서비스는 차량의 도난 경보가 작동하게 되면 블루링크 센터로 신호가 자동으로 접수되어, 고객 휴대폰으로 긴급상황임을 알리는 문자 메시지를 전송해 드리는 서비스입니다. 단, 시동을 끈 후 48시간이 경과되면 도난 경보 알림 서비스가 제공되지 않습니다.
차량을 도난 당했을 경우에는 블루링크 고객센터로 도난 추적 서비스를 요청하시면 됩니다.

블루링크 고객센터 080-600-6000
서비스 가입/해지/변경 등 (안전 보안 서비스 24시간 제공)
평일 08:30 ~ 18:00 (주말/공휴일 휴무)"
현대,블루링크,[서비스] 도난 추적 서비스 요청은 어떻게 해야 하나요?,"도난추적 서비스는 블루링크 고객센터에 요청하시면 됩니다. 단, 위치 정보 제공을 위해서는 반드시 경찰관서에 도난 신고를 하셔야만 합니다.
사전에 도난 신고가 접수되지 않은 경우에는 고객과 경찰서, 블루링크 고객센터 3자간 통화를 통해 고객님이 직접 도난 신고를 하실 수 있도록 도와 드립니다.

블루링크 고객센터 080-600-6000
서비스 가입/해지/변경 등 (안전 보안 서비스 24시간 제공)
평일 08:30 ~ 18:00 (주말/공휴일 휴무)"
현대,블루링크,[서비스] 에어백 전개 자동통보 서비스는 어떻게 이용하나요?,"에어백 전개 자동통보 서비스는 고객님 차량의 에어백이 전개되면 블루링크 고객센터로 사고가 자동 접수되어 상담원이 고객님의 차량으로 사고 상황을 알아보기 위해 전화 드립니다.
고객님은 침착하게 사고 상황만 말씀해 주시면 119 및 보험사 등에 출동요청을 해 드리며, 만약 차량 탑승자의 부상 정도가 심해 사고 상황을 설명할 수 없는 경우에는 자동으로 긴급 출동을 요청하게 됩니다."
현대,블루링크,[서비스] 블루링크 단말기는 어디에서 판매 하나요?,"블루링크 단말기는 차량 일체형으로 신규 차량구매시 옵션으로 구매하실 수 있으며, 단말기 만을 구입하여 기존에 보유하고 계신 차량에 별도로 장착 하실 수는 없습니다."
현대,블루링크,[앱] 마이현대 앱은 어떻게 사용하나요?,마이현대 앱 설치 및 로그인 등 자세한 이용 안내는 아래 페이지를 참고해주세요.
현대,블루링크,[앱] 마이현대 앱에 여러 대의 차량을 등록할 수 있나요?,"마이현대 앱 차량 등록 안내는 아래 페이지를 참고해주세요.

마이"
현대,블루링크,"[서비스] 자동차전용도로(올림픽도로, 강변북로 등)에서 휘발유가 떨어진 경우에도 긴급 주유 서비스가 제공되나요?","고속도로 및 자동차 전용도로에서 배터리충전, 타이어교체, 긴급주유, 문잠김해제 서비스 등을 요청하신 경우에는 안전을 위해 현장 조치가 아닌 긴급 견인 서비스가 제공 됩니다."
현대,블루링크,[서비스] 긴급 견인 출동 요원이 견인을 하면서 특수 장비가 필요한 경우 추가 비용이 드나요?,"도로를 이탈하거나 장애물 등으로 인해 자력 주행이 불가능하여 구난을 필요로 할 경우 긴급구난 서비스가 제공됩니다.
그러나 이 경우 별도의 구난장비 없이 견인차(렉카)로 구난이 가능한 경우에 한하며, 별도의 구난장비가 필요하거나 작업 난이도에 따라 추가비용을 지급하여야 합니다.
또한 구난작업 30분 초과시(현장도착에서 완료까지의 시간) 별도의 비용을 부담 하여야 합니다."
현대,블루링크,"[서비스] 도난 추적 서비스 요청을 했는데, 추적이 불가능한 경우가 있나요?","도난 추적 서비스는 차량의 전류 공급 안정성을 위해 시동이 꺼진 후 아래의 시간 동안 지원 가능합니다.
따라서 시동이 꺼진 후 아래 시간 이상 경과하여 이후에 도난 차량의 재시동이 되지 않는 경우에는 차량의 위치추적이 불가능할 수 있습니다.

- 블루링크 1.0 차량 : 시동이 꺼진 시점으로부터 48시간(2015년 4차 정기 업데이트 시 96시간)
- 블루링크 2.0 및 3.0 차량 : 시동이 꺼진 시점으로부터 96시간
- 10.25인치 이상의 내비게이션 장착 차량 : 시동이 꺼진 시점으로부터 168시간
- ccNC 장착 차량 : 시동이 꺼진 시점으로부터 336시간

- 과거 위치 정보 : 위치 정보 수집 시점으로부터 2주 이내"
현대,블루링크,[앱] 다른 사람에게 블루링크 가입 차량을 공유할 수 있나요?,"마이현대 앱에서 블루링크 가입 차량 공유가 가능합니다. 자세한 공유 안내는 아래 페이지를 참고해주세요.

마이"
현대,블루링크,[서비스] 차량진단 관리 서비스는 어떻게 이용하나요?,"차량진단 서비스는 차량의 계기판에 엔진/미션, ABS/EPS 관련 경고등이 점등된 경우 [차량진단] 버튼을 선택하시면 됩니다.
차량진단 관리 서비스 이용시 블루링크센터 상담원과 연결되어 상담원을 통해 진단 결과를 안내 받고 견인 및 정비소 안내 등 후속 조치를 지원 받으실 수 있습니다."
현대,현대 디지털 키,출고 이후 카드키만 따로 구매 가능한가요?,"NFC 카드키를 따로 구매하는 것은 가능하지만, 디지털키 옵션을 선택하지 않은 경우 등록은 불가능 합니다. 즉, 디지털키 옵션 선택한 경우에만 NFC 카드 키 등록이 가능합니다.

NFC 카드 키 구매는 전국 모비스 A/S망(오프라인) 및 블루멤버스 포인트몰(온라인)에서 구매할 수 있으며 카드 키 등록 방법은 크게 1. NFC 카드 키 등록 인증 → 2. 차량 내 카드 키 등록으로 이루어 집니다. 보다 자세한 절차는 위 ""NFC 카드키 등록은 어떻게 하나요?"" 문항을 참고 부탁드립니다."
현대,현대 디지털 키,디지털 키 App이 계속 자동으로 꺼지는데 어떻게 하나요?,"App이 자동으로 종료되는 현상은 크게 2가지로 나뉩니다. 각 경우에 해당하는 항목을 참고하세요.

1. 최신 버전 미지원: 현대 디지털 키 App이 최신 버전이 아닐 경우, 간혹 App이 종료될 수 있습니다. 이 경우 구글 플레이 스토어에서 App을 최신 버전으로 업데이트 하시면 정상 사용 가능합니다.

2. 보안 프로그램 충돌: 현대 디지털 키 App의 보안 솔루션 기능에서 Rooting이 탐지 될 경우 App이 자동으로 종료될 수 있습니다. 이 경우 스마트폰의 Root 권한을 사용하는 App을 삭제하시면 디지털 키 정상 사용 가능합니다.

■ 스마트폰의 Root 권한을 사용하는 App 확인 방법
구글 플레이 스토어 →“Root” 또는 “Superuser”로 검색 →해당 App 목록을 확인"
현대,현대 디지털 키,"소유 차량 등록 확인은 어떻게 하나요?(중고차, 명의변경)","중고차 혹은 명의변경의 경우는 다음과 같은 절차로 차량 등록 가능합니다. (자동차 등록원부 상 ""대표 명의자""만 인증이 가능합니다.)

■ 디지털 키 APP 메뉴 [차량 인증] - [디지털 키 차량 등록 확인] - [팝업된 정보 입력]"
현대,현대 디지털 키,공동명의 차량인데 차량 등록이 안되는데 어떻게 해야 하나요?,"현대 디지털 키 App은 '자동차 등록원부' 상 차량의 대표 명의자(1명)로 등재가 되어 있는 소유주 분만 인증이 가능합니다. 공동명의의 경우 역시 차량의 대표 명의자는 1명으로 대표 명의자가 키를 발급받고, 공동 명의자에게 키를 공유하는 방식으로 사용이 가능합니다.

■ 차량 대표 명의자 확인 방법
1) 인터넷 : 자동차 365(http://car365.go.kr)→ 자동차민원 대국민포털 → 등록원부발급(무료) → 차량 대표 명의자 확인"
현대,현대 디지털 키,휴대폰 nfc기능이 인식이 안돼요. 어떻게 해야하나요?,금속 혹은 두꺼운 핸드폰 케이스를 사용하거나 무선 충전 패드 위에 금속류의 부착물을 장착한 경우에는 전파 간섭에 의해 현대 디지털 키 이용에 제한이 있을 수 있습니다. 이 경우 휴대폰 케이스 및 패드 부착물 제거하시면 nfc 정상 인식 및 동작 가능합니다.
현대,현대 디지털 키,핀번호 잊은 경우에는 어떻게 하나요?,"홈페이지에서 마이페이지 상에 PIN 초기화 시, 탈퇴 없이도 본인인증을 하면 PIN을 새로 변경해 사용할 수 있습니다."
현대,현대 디지털 키,"안드로이드 OS 버전, 블루투스 버전 확인 방법은 어떻게 되나요?","안드로이드 OS 보는 법, 블루투스 버전 확인은 스마트폰 제조사 홈페이지를 참고해 주시기 바랍니다."
현대,현대 디지털 키,NFC 카드키 등록은 어떻게 하나요?,"NFC카드는 외부에서 구매가 가능해 발렛파킹 등에서 타인의 카드키를 쉽게 등록하는 것을 방지하기 위해 여러 인증 방법을 거쳐 등록이 가능합니다. NFC 카드 키 등록 방법은 다음과 같이 크게 2가지 절차로 구분됩니다.
1. NFC 카드 키 등록 인증
2. 차량 내 카드 키 등록

1. NFC 카드 키 등록 인증(3가지 방법 중 택일)
■ 블루투스 인증 방식
1) 현대 디지털 키 앱 에서 [카드 키 등록 인증] – [블루투스 인증] 선택
2) 인증 성공 메시지 확인 하고 5분 이내 [2. 차량 내 카드 키 등록] 절차 진행

■ NFC 인증 방식
1) 현대 디지털 키 앱에서 [카드 키 등록 인증] – [NFC 인증] 선택
2) 운전석/조수석 도어 손잡이에 디지털 키(스마트폰) 접촉하여 인증 수행
3) 인증 성공 메시지 확인 하고 5분 이내 [2. 차량 내 카드 키 등록] 절차 진행

■ 스마트 키 인증 방식(아이폰 사용자 포함 아반떼CN7, 쏘나타 DN8 20MY 및 이후 출시 차종에 한함)
1) 스마트 키 2개를 소지한 상태에서 차량에 탑승
2) [2. 차량 내 카드 키 등록] 절차 진행

2. 차량 내 카드 키 등록
1) 1개 이상의 스마트 FOB 키를 소지한 상태로 차량 탑승 합니다
2) 스마트폰 무선충전 패드에 카드 키를 거치합니다.
3) AVN 화면에서 '카드 키' > '등록' 버튼을 눌러 카드 키를 차량에 등록합니다."
현대,현대 디지털 키,LG 핸드폰은 GPS ON 해야 디지털키 사용이 가능한가요?,LG 기종 뿐만 아니라 삼성 기종에서도 일부 제조사/통신사 전용 서비스(각종 페이 등) 사용성 때문에 GPS를 켜야 NFC와 블루투스가 동작하는 스마트폰이 있습니다. 일반적으로 GPS ON 상태를 권장합니다.
현대,현대 디지털 키,법인 구매 고객은 주사용자 등록을 어떻게 하나요?,"법인 실운행 개인 고객 이용 가능합니다 (현대자동차 법인 페이지 통해 차량 등록 후 스마트폰에서 가능함)
상세 경로 : 현대자동차 홈페이지 법인 회원 가입 → 법인 로그인 → 법인 페이지 → (하단) 현대 디지털 키 주 사용자관리 → 주 사용자 등록/수정 → 개인 사용자 정보 입력 → 가입 안내 문자 발송 → 개인 스마트폰에서 등록 진행 하시면 됨 유선안내하고 문자로도 발송"
현대,현대 디지털 키,데이터가 없거나 수신이 안되는 지역에서도 사용이 가능한가요?,"데이터가 없거나 수신이 안되는 지역에서 사용시 문자 나옴 (오프라인에서 15회 사용 가능, 단 사용자 고의로 데이터 차단한 경우는 사용 불가)
> 15회 사용하면 도어 오픈 불가할 수 있어 스마트키나 카드키 사용시 초기화되어 사용 가능
> 15회 카운트는 디지털 키를 사용하는 개별 행위의 카운트입니다. (예 도어오픈, 시동, 시동종료, 도어클로즈 사용하면 4회/15 사용임)
> 데이터가 연결되면 15회 카운트는 리셋됩니다. 다시 데이터 음영지역으로 들어가 사용하면 1회 카운트부터 적용됩니다."
현대,현대 디지털 키,개인화 설정 방법은?,"1. 스마트폰 접촉 후 차량 문 열림 시 자동 조정 : 운전석 시트 (IMS 옵션)
2. 스마트폰으로 차량 시동 시 자동 조정 : HUD 위치 / 클러스터 세팅 / 드라이빙 모드 / AVN 설정 /아웃사이드 미러 등
* 디지털 키 NFC방식으로 (=스마트 폰키)도어 개폐 시, 시트 조정만 되고 디지털 키(=스마트 폰키)로 시동까지 걸어야 나머지 기능이 조정이 됨"
현대,현대 디지털 키,아이폰에 있는 유심 뽑아서 안드로이드 공기계에 넣어서 등록 가능한가요?,"원칙적으로 안드로이드 공기계가 디지털 키 설치가 가능한 스펙이라면 USIM을 넣어서 App 설치 및 키 페어링이 가능합니다. 이상태에서 USIM을 제외해 데이터 통신을 하지 못하는 채로 키를 사용하려고 하면, 키 사용이 곧 정지됩니다.(데이터 통신 없이는 디지털 키 사용 불가) USIM을 지속적으로 아이폰/안드로이드폰에 교체해서 사용하는 경우는 당사에서 품질테스트하지 않은 비정상 사용행태이기 때문에 사용성을 보장하지 못하여 이 방법을 권장하지 않습니다."
현대,현대 디지털 키,차량 등록 확인 시 업무 시간이 아니라는 메시지 팝업이 뜹니다.,"한국교통안전공단에서 운영하는 차량인증 서비스를 이용하기 때문에 해당 서버의 작동시간 외에는 정보 수신이 불가능합니다. 국가정보를 활용하는 방식이라 그쪽의 정책을 따를 수 밖에 없고, 정확한 이용 제한 시간을 당사에 사전 공지하지 않기 때문에 이용 장애 시 해당 메시지로 안내합니다."
현대,현대 디지털 키,어플 삭제 후 재 설치 시 차량 정보 조회 오류가 발생합니다.,"어플 삭제 후 재설치 하는 경우는 크게 3가지로 나뉩니다. 각 경우에 해당하는 항목을 참고하세요.

1. 단순 재설치(스마트폰 기기 동일, 휴대폰 번호 동일): 앱 재설치 이후 로그인 및 본인인증을 하시면 디지털 키 정상 사용 가능합니다.

2. 기기 변경 후 재설치(스마트폰 기기 변경, 휴대폰 번호 동일): 앱 재설치 이후 로그인 및 본인인증을 하신 후 차량-휴대폰 간 페어링 절차를 진행하시면 디지털 키 정상 사용 가능합니다.

3. 기기, 번호 변경 후 재설치(스마트폰 기기 변경, 휴대폰 번호 변경): 앱 재설치 이후 로그인 및 본인인증을 하신 후 1) 발생하는 팝업창을 통한 휴대전화 변경 및 2) 차량-휴대폰 간 페어링 절차를 진행하시면 디지털 키 정상 사용 가능합니다.

※ 기기변경(2,3)을 하신 경우 다음과 같은 주의사항이 있으니 반드시 숙지하시기 바랍니다.
※ 주의사항
1) 디지털키 발급한 이력이 있는 경우 차량내 AVN에서 기존 디지털키 삭제를 먼저 진행해야 함.
2) 공유 사용자가 있는 경우 디지털키 새로 발급 후 다시 공유해 주어야 함."
현대,현대 디지털 키,미지원 기종은 아예 앱스토어 '현대 디지털 키' 어플 검색 불가한가요?,"기본적으로 구글플레이에서 App을 검색할 때에는 OS 버전만 체크가 가능합니다. 미지원 스마트폰이더라도 안드로이드 OS 7.0이상의 스마트폰에서는 우선 검색 및 설치가 가능합니다. 단, App 구동 시 대상 스마트폰이 아니라는 메시지가 App에서 나오게 됩니다."
현대,현대 디지털 키,홈페이지 지원기종 탭에 없지만 최신 기종 이라면 언제 업데이트 예정인가요?,"홈페이지에 기재 되어있지 않은 모델일지라도, 호환 리스트에 있는 기종보다 이후에 출시된 최신 기종이라면(안드로이드 OS 7.0 이상, 블루투스 버전 4.2 이상, TEE 지원(디지털 키 암호화 보안영역 지원))현대 디지털 키 이용이 가능합니다.

다만, 중국계 스마트폰(화웨이, 샤오미 등)및 구글전용 폰, 삼성 및 LG의 저가 라인 등은 신규 스마트폰이더라도 TEE 영역 미지원으로 설치 및 실행이 안될 수 있습니다. (App 설치 후 구동 시 대상 스마트폰이 아니라고 나옴)
홈페이지 호환 리스트에도 디지털 키를 이용 가능한 최신 기종에 대해 빠르게 업데이트 할 수 있도록 하겠습니다."
현대,빌트인캠,빌트인 캠 녹화 영상이 없습니다. 어떻게 해야 하나요?,"① 녹화 설정 여부를 확인해 주세요.	
- 주행 중 상시 / 이벤트, 주차 중 상시 / 이벤트 모두 체크되어 있는지 확인해 주세요.

② 프로필별 설정 여부를 확인해 주세요.	
- 운전자1,2,게스트 모두 빌트인 캠 녹화 설정이 되어 있어야 운전자가 변경되어도 녹화가 유지됩니다.
※ 인포테인먼트 시스템에서 프로필 삭제 및 설정을 초기화 할 경우, 빌트인 캠 설정도 초기화되어 다시 설정이 필요합니다.

③ (주차 중 녹화가 안되는 경우) 주차 중 녹화 시간 설정값을 확인해 주세요.	
- 주차 중 녹화시간은 최대 10시간 or 12시간 설정이 가능합니다. (차종별 상이)

④ (주차 중 녹화가 안되는 경우) 보조배터리 충전량을 확인해 주세요.	
- 보조배터리 충전량이 충분치 않은 경우, 설정한 주차 중 녹화시간이 도달하기 전 녹화가 종료될 수 있습니다.
※ 보조배터리 연동한 녹화가능시간 확인 방법 : 인포테인먼트 시스템의 빌트인 캠 화면에서 '빌트인 캠 설정>녹화>주차 중 녹화 시간'을 선택하면 오른쪽 설명 문구에 현재 배터리로 녹화 가능한 시간을 확인할 수 있습니다.
※ 보조배터리 완충까지는 약 1시간 30분 이상 충분한 주행이 필요합니다. (차종별 상이)

⑤ 이벤트 감지 민감도 설정값을 확인해 주세요.	
- 출고시 민감도는 보통(3단계)으로 설정되어 있습니다. 필요시 민감도를 높여주세요."
현대,빌트인캠,업데이트 할 때 에러가 발생합니다. 어떻게 해야 하나요?,"① 다운로드한 파일을 확인해 주세요.		
- 다운로드 시 파일명은 변경하지 말아주세요.	
- 다운로드 시 파일 열기 또는 압축해제 하지 마시고, 그대로 USB 메모리에 저장해 주세요.	
- 차종을 맞게 선택하셨는지 다시 한번 확인해 주세요. (동일 차종 내 동력계통별, 연식별 파일 상이)	

② USB 연결 단자를 확인해 주세요.		
- 빌트인 캠 전용 단자는 멀티미디어 USB단자와 다르게 글로브 박스 또는 콘솔 박스 내부에 위치해 있습니다. (차종별 상이)"
현대,빌트인캠,스마트폰 USB 케이블 연결이 잘 안됩니다. 어떻게 해야 하나요?,"① 빌트인 캠 SW 버전을 확인하시고 최신 SW로 업그레이드해 주세요.	
- 최신 SW 버전이 아닌 경우, 스마트폰 연결시 오류가 발생할 수 있습니다.
※ 최신 SW 여부 확인 방법 : 인포테인먼트 시스템의 빌트인 캠 화면에서 '빌트인 캠 설정>빌트인 캠 소프트웨어 정보'를 선택하면 차량에 설치된 SW 정보를 확인할 수 있습니다.
최신 SW 버전 정보는 빌트인 캠 업데이트 홈페이지 공지사항을 확인하십시오.

② USB 케이블을 확인해 주세요.
- 데이터 통신이 가능한 USB 케이블 사용이 필요하며(충전용 케이블 사용 불가) 노후된 케이블 사용 시 연결이 되지 않을 수 있습니다."
현대,빌트인캠,이벤트 알림을 설정했는데도 알림 메세지가 오지 않습니다. 어떻게 해야 하나요?,"① 이벤트 알림은 민감도 설정값이 3단계 이하인 경우만 제공하고 있습니다. 	
민감도 4단계 이상 설정한 경우에도, 이벤트 알림 여부와 상관없이 녹화기능은 작동하고 있으니, 걱정마세요.
※ 민감도 4,5단계 이벤트 알림 없는 이유 : 이벤트 알림은 주차 후 최대 5회까지 제공되며, 민감도를 높게 설정할 경우 정말 중요한 이벤트 알림을 받을 수 없어 민감도 보통 이하에서만 알림을 제공하고 있습니다.
※ 이벤트 알림 설정 방법 : 인포테인먼트 시스템의 빌트인 캠 화면에서 '빌트인 캠 설정>녹화>주차 중 이벤트 알림'을 선택하면 커넥티드 서비스 앱을 통해 알림을 받을 수 있습니다. 단, 커넥티드 서비스에 가입 후 앱에서도 알림을 받도록 설정하여야 합니다.

② 이벤트 알림은 불필요한 알림이 가지 않도록 차량 잠금(도난경보장치 경계 상태) 후 발생한 이벤트에 대해서만 알림을 보내고 있습니다. 녹화 기능은 작동하고 있으니, 걱정 마세요."
현대,빌트인캠,녹화영상 관리 방법이 궁금합니다.,"주행 중 상시 영상은 최대 3시간, 주차 중 상시 영상은 최대 20시간, 주행/주차 중 충격감지 이벤트는 최대 40건, 수동 스위치 녹화는 최대 30건 까지 저장 가능합니다.	
저장공간 초과 시 가장 이른 녹화영상부터 자동 삭제되므로, 중요파일은 보관함[★]에 저장하시거나 사고 직후에도 차량 주행 필요 시 '주행중 녹화기능'을 꺼주세요.	
※ 주행 중 상시 / 주차 중 상시 / 주행 중 이벤트 / 주차 중 이벤트 영상은 독립적으로 분할 저장됩니다."
현대,빌트인캠,빌트인 캠 업데이트를 하지 않으면 영상 녹화가 안되나요?,"업데이트와 영상 녹화는 관련이 없습니다. 다만, 업데이트를 하지 않은 경우 스마트폰 연결 오류 등 일부 기능이 정상적으로 동작하지 않을 수 있으니 꼭 업데이트를 받으시기 바랍니다."
현대,빌트인캠,USB메모리 저장버튼이 활성화가 안됩니다. 어떻게 해야 하나요?,"USB 연결 단자를 확인해 주세요. 정상적으로 연결 시 화면 상단에 USB 연결 아이콘이 표시됩니다.
빌트인 캠 전용 단자는 멀티미디어 USB단자와 다르게 글로브 박스 또는 콘솔 박스 내부에 위치해 있습니다. (차종별 상이)"
현대,PLEOS 계정,현대자동차 통합계정을 Pleos 계정으로 전환하려는데 '이미 사용 중인 이메일'이라고 나옵니다. 제가 사용 중인 이메일인데 누가 제 이메일을 사용 중이라는 뜻인가요?,"고객님의 이메일을 가족이나 지인과 공유해 사용하고 있지 않은지 확인을 먼저 부탁드립니다. 
공유한 적이 있다면 가족 또는 지인이 해당 이메일로 Pleos 계정을 이용 중일 수 있습니다.

이런 경우가 아니라면 과거 다른 사용자가 고객님의 이메일을 사용 중일 때 생성된 계정일 수 있습니다. 
조금 번거로우시더라도 다른 이메일로 변경해 전환을 계속 진행하실 수 있습니다."
현대,PLEOS 계정,저는 계정 전환을 한 적이 없는데 전환완료 메일이 왔습니다. 무슨 내용인가요?,"고객님께서 직접 전환한 내역이 아니라면 과거 다른 사용자가 고객님의 이메일을 사용 중일 때 생성된 계정으로 전환을 시도한 것일 수 있습니다. 
고객님의 활동인지, 다른 사용자의 활동인지 등이 의심되신다면 Pleos 계정 고객센터로 연락주세요."
현대,PLEOS 계정,로그인 할 때마다 Pleos 계정으로 전환 안내 화면이 계속 나옵니다. 안 보이게 할 수 없나요?,"현대자동차 통합계정 사용자는 모두 Pleos 계정 전환 대상자 입니다. 
현대자동차 통합계정은 27년 1월까지만 운영되며 기간 내에 Pleos 계정으로 전환하지 않을 경우 더 이상 계정을 이용하실 수 없습니다. 
Pleos 계정 전환 안내 화면에서 Pleos 계정으로 전환을 완료하시면 더 이상 전환 안내 화면은 노출되지 않습니다."
현대,PLEOS 계정,만 14세 미만 사용자입니다. 만 14세 미만 보호자 동의를 한 것 같은데 왜 계속 뜨나요?,"만 14세 미만 사용자의 계정 생성 및 서비스 가입, 계정 전환 시에 보호자의 동의가 반드시 필요합니다. 
Pleos 계정 전환 과정 중 보호자 동의를 위한 보호자 본인인증 과정 중 완료하지 않고 이탈한 경우 동의가 완료되지 않은 상태이므로, 다음번 접속 시 동일하게 보호자 인증을 요구합니다. 이 과정을 모두 정확하게 마쳐야 이후부터 노출되지 않습니다."
현대,PLEOS 계정,현대자동차 통합계정에 가입한 이메일을 인증 할 수가 없습니다. 그럼 전환 할 수 없나요?,"Pleos 계정으로의 전환 과정 중 기존 이메일 인증이 되지 않은 현대자동차 통합계정 사용자에게는 이메일 인증 절차가 노출됩니다. 
절차에 따라 이메일 인증하시면 계속해서 계정 전환을 진행할 수 있습니다."
현대,PLEOS 계정,Pleos 계정으로 전환을 마쳤는데 또 전환 안내 화면이 노출됩니다. 왜 계속 나오나요?,"현대자동차그룹 Global One ID인 Pleos 계정은 현대, 기아, 제네시스 서비스 이용 시 모두 사용할 수 있는 통합계정입니다. 
기존 통합계정을 현대, 기아, 제네시스 모두 보유하고 있을 경우 각 브랜드별로 별도의 전환 과정을 진행하셔야 합니다. 
Pleos 계정 전환화면을 반복해서 보셨다면 이전에 다른 브랜드의 전환 과정만 진행하셨기 때문입니다. 
안내에 따라 전환하신 후 Pleos 계정을 통해 더 편리한 통합 계정 서비스를 경험하세요."
현대,PLEOS 계정,"Pleos 계정을 생성한 적이 없는데, 전환 과정 중 해외에서 가입한 계정이 있어 전환할 수 없다고 나옵니다. 어떻게 해야하나요?","현대자동차그룹 Global One ID인 Pleos 계정은 국내 외에도 유럽 등 다른 권역의 서비스 이용 시 가입하셨을 수 있습니다. 
이 경우 해당 아이디로 이용하시려던 국내 서비스에 1회 로그인하시면 이후부터 정상적으로 이용 또는 전환 절차를 진행하실 수 있습니다. 

더 자세한 확인이 필요하시다면 Pleos 계정 고객센터로 연락주세요."
현대,PLEOS 계정,계정 전환하려는데 탈퇴신청 중이어서 전환할 수 없다고 나옵니다. 어떻게 해야하나요?,"Pleos 계정 탈퇴 신청 상태로 전환을 계속 진행할 수 없는 상태여서 확인하신 메세지 입니다. 이 때에는 아래 두가지 방법으로 진행하실 수 있습니다.

1. 탈퇴를 취소하고 계속 해당 계정을 이용하고 싶은 경우: 직접 로그인 한 뒤 탈퇴 신청을 취소하고 계속해서 전환을 진행하시면 됩니다.
2. Pleos 계정은 탈퇴하고, 이용 중인 통합계정으로 계속 전환하고 싶은 경우: Pleos 계정 고객센터에 연락해 즉시 삭제 요청하여 계정을 삭제하신 뒤 현대자동차 통합계정을 Pleos 계정으로 전환 진행하시면 됩니다."
